,
feature,importance
payload-call-fraction,0.23488392
iterator-payload-non-cf-cohesion,0.18510332
payload-mem-write-fraction,0.06067791
loop-absolute-size,0.05717400
critical-payload-getelemptr-count,0.05251271
payload-mem-dependencies-number,0.03966301
iterator-payload-total-cohesion,0.03239948
critical-payload-non-cf-cohesion,0.02941530
payload-getelemptr-fraction,0.02699615
critical-payload-total-cohesion,0.02575694
payload-mem-read-fraction,0.02416771
loop-depth,0.02377910
critical-payload-getelemptr-fraction,0.01461786
iterator-total-dependencies-number,0.01296746
iterator-mem-read-fraction,0.01289998
critical-payload-reg-dependencies-number,0.01269949
critical-payload-mem-cohesion,0.01247563
critical-payload-total-dependencies-number,0.01180061
loop-payload-fraction,0.01159624
critical-payload-mem-write-fraction,0.01138074
critical-payload-cross-dependencies-number,0.01024463
loop-critical-payload-fraction,0.00897093
iterator-getelemptr-fraction,0.00834783
payload-getelemptr-count,0.00801140
payload-mem-read-count,0.00765812
payload-reg-dependencies-number,0.00748612
iterator-cntl-dependencies-number,0.00719819
payload-branch-count,0.00706731
iterator-conf-dependencies-number,0.00704717
critical-payload-mem-dependencies-number,0.00661193
payload-branch-fraction,0.00518270
critical-payload-output-dependencies-number,0.00392628
iterator-output-dependencies-number,0.00377905
payload-anti-dependencies-number,0.00375465
payload-true-dependencies-number,0.00323918
loop-proper-sccs-ddg-number-diff,0.00287928
critical-payload-mem-write-count,0.00215946
critical-payload-mem-read-fraction,0.00215946
payload-total-dependencies-number,0.00130876
loop-iterator-size,0.00000000
loop-proper-sccs-number,0.00000000
loop-proper-sccs-number-diff,0.00000000
loop-proper-sccs-ddg-number,0.00000000
loop-inner-loop-num,0.00000000
iterator-payload-mem-cohesion,0.00000000
iterator-true-dependencies-number,0.00000000
iterator-anti-dependencies-number,0.00000000
iterator-cross-dependencies-number,0.00000000
iterator-reg-dependencies-number,0.00000000
iterator-mem-dependencies-number,0.00000000
payload-output-dependencies-number,0.00000000
payload-cross-dependencies-number,0.00000000
payload-conf-dependencies-number,0.00000000
payload-cntl-dependencies-number,0.00000000
critical-payload-true-dependencies-number,0.00000000
critical-payload-anti-dependencies-number,0.00000000
critical-payload-conf-dependencies-number,0.00000000
critical-payload-cntl-dependencies-number,0.00000000
iterator-mem-write-count,0.00000000
iterator-mem-write-fraction,0.00000000
iterator-mem-read-count,0.00000000
iterator-call-count,0.00000000
iterator-call-fraction,0.00000000
iterator-branch-count,0.00000000
iterator-branch-fraction,0.00000000
iterator-getelemptr-count,0.00000000
payload-mem-write-count,0.00000000
payload-call-count,0.00000000
critical-payload-mem-read-count,0.00000000
critical-payload-call-count,0.00000000
critical-payload-call-fraction,0.00000000
critical-payload-branch-count,0.00000000
critical-payload-branch-fraction,0.00000000
